module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M3,M3.3.9,2,across the capacitor after one time constant?,12.64 volts,7.36 volts,0 volts,,7.36 volts,EASY,1. A capacitor is fully charged after 25 seconds to a battery voltage of 20,,,REVIEWED,Discharge: V = V0*e^-1 = 7.36V,1,261722955-Module-3.pdf,"{""raw"": ""across the capacitor after one time constant?"", ""question"": ""across the capacitor after one time constant?"", ""options"": [""12.64 volts"", ""7.36 volts"", ""0 volts""], ""correct"": ""7.36 volts"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.9"", ""level"": ""2"", ""difficulty"": ""EASY"", ""subTopic"": ""1. A capacitor is fully charged after 25 seconds to a battery voltage of 20"", ""isEssay"": false}",False
M3,M3.1.5,,The voltage rating of a capacitor is,the max voltage that can be constantly applied,the min voltage required to charge,the normal operating voltage,,the max voltage that can be constantly applied,EASY,,,,REVIEWED,Voltage rating = max continuously applicable voltage,1,261722955-Module-3.pdf,"{""raw"": ""The voltage rating of a capacitor is"", ""question"": ""The voltage rating of a capacitor is"", ""options"": [""the max voltage that can be constantly applied"", ""the min voltage required to charge"", ""the normal operating voltage""], ""correct"": ""the max voltage that can be constantly applied"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M3,M3.3.9,2,The relative permittivity of a capacitor is,the relative permittivity of the dielectric in relation to a vacuum,the permittivity of dielectric in relation to dry air,the permittivity of the dielectric,,the relative permittivity of the dielectric in relation to a vacuum,EASY,,,,REVIEWED,Relative permittivity = relative to vacuum,1,261722955-Module-3.pdf,"{""raw"": ""The relative permittivity of a capacitor is"", ""question"": ""The relative permittivity of a capacitor is"", ""options"": [""the relative permittivity of the dielectric in relation to a vacuum"", ""the permittivity of dielectric in relation to dry air"", ""the permittivity of the dielectric""], ""correct"": ""the relative permittivity of the dielectric in relation to a vacuum"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.9"", ""level"": ""2"", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M3,,,Magnetic inclination is the least at the,poles,equator,isoclines,,equator,EASY,,,,REVIEWED,"Magnetic inclination is 0 at equator, max at poles",1,261722955-Module-3.pdf,"{""raw"": ""Magnetic inclination is the least at the"", ""question"": ""Magnetic inclination is the least at the"", ""options"": [""poles"", ""equator"", ""isoclines""], ""correct"": ""equator"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M3,,,Ferromagnetic materials can be magnetized,within a band of temperatures,above a certain temperature,below a certain temperature,,below a certain temperature,EASY,,,,REVIEWED,Ferromagnetic below Curie temperature,1,261722955-Module-3.pdf,"{""raw"": ""Ferromagnetic materials can be magnetized"", ""question"": ""Ferromagnetic materials can be magnetized"", ""options"": [""within a band of temperatures"", ""above a certain temperature"", ""below a certain temperature""], ""correct"": ""below a certain temperature"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M3,M3.1.5,,Faradays Law States that,the magnitude of the EMF is directly proportional to the rate of change,the magnitude of the EMF is indirectly proportional to the rate of,the magnitude of the EMF is directly proportional to the magnetic flux,,the magnitude of the EMF is directly proportional to the rate of change,EASY,,,,REVIEWED,Faraday: EMF proportional to rate of change of flux,1,261722955-Module-3.pdf,"{""raw"": ""Faradays Law States that"", ""question"": ""Faradays Law States that"", ""options"": [""the magnitude of the EMF is directly proportional to the rate of change"", ""the magnitude of the EMF is indirectly proportional to the rate of"", ""the magnitude of the EMF is directly proportional to the magnetic flux""], ""correct"": ""the magnitude of the EMF is directly proportional to the rate of change"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M3,,,To reduce eddy currents in a transformer you would,reduce the thickness of laminations in the magnetic core,increase the thickness of laminations in the magnetic core,reduce the number of turns on the primary winding,,reduce the thickness of laminations in the magnetic core,MEDIUM,,,,REVIEWED,Thinner laminations reduce eddy currents,1,261722955-Module-3.pdf,"{""raw"": ""To reduce eddy currents in a transformer you would"", ""question"": ""To reduce eddy currents in a transformer you would"", ""options"": [""reduce the thickness of laminations in the magnetic core"", ""increase the thickness of laminations in the magnetic core"", ""reduce the number of turns on the primary winding""], ""correct"": ""reduce the thickness of laminations in the magnetic core"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M3,M3.3.2,2,"is delta / star wound, what will the line voltage output be?",115V,200V,346V,,346V,MEDIUM,8. A transformer has an input of 400V and a ratio of 2:1. If the transformer,,,REVIEWED,"Computed: delta/star 2:1 transformer, Vsec_phase=200V, Vline=346V",1,261722955-Module-3.pdf,"{""raw"": ""is delta / star wound, what will the line voltage output be?"", ""question"": ""is delta / star wound, what will the line voltage output be?"", ""options"": [""115V"", ""200V"", ""346V""], ""correct"": ""346V"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": ""8. A transformer has an input of 400V and a ratio of 2:1. If the transformer"", ""isEssay"": false}",False
M3,,,consuming 50 Watts?,45°,90°,0°,,0°,EASY,"9. What is the phase difference in a circuit with 100V, drawing 0.5 amps,",,,REVIEWED,Computed: P=VI*cos(phi) => cos(phi)=1 => phi=0°,1,261722955-Module-3.pdf,"{""raw"": ""consuming 50 Watts?"", ""question"": ""consuming 50 Watts?"", ""options"": [""45°"", ""90°"", ""0°""], ""correct"": ""0°"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""9. What is the phase difference in a circuit with 100V, drawing 0.5 amps,"", ""isEssay"": false}",False
M3,,,"10. In an A.C circuit, what happens if frequency is reduced?",Capacitive elements may be damaged,Inductive elements may be damaged,There will be no effect,,Inductive elements may be damaged,MEDIUM,,,,REVIEWED,"Lower freq increases inductive reactance risk, but capacitive reactance decreases. Actually for inductive elements, XL=2πfL decreases with f. Hmm.",1,261722955-Module-3.pdf,"{""raw"": ""10. In an A.C circuit, what happens if frequency is reduced?"", ""question"": ""10. In an A.C circuit, what happens if frequency is reduced?"", ""options"": [""Capacitive elements may be damaged"", ""Inductive elements may be damaged"", ""There will be no effect""], ""correct"": ""Inductive elements may be damaged"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M3,M3.3.2,2,"a landing light (load 24v 45 amps) is used, what is the current drawn?",205 amps,9 amps,4.5 amps,,9 amps,MEDIUM,11. A Transformer with 115v primary voltage and a ratio of 5:1 is supplying,,,REVIEWED,Computed: primary current = load current / turns ratio = 45/5 = 9A,1,261722955-Module-3.pdf,"{""raw"": ""a landing light (load 24v 45 amps) is used, what is the current drawn?"", ""question"": ""a landing light (load 24v 45 amps) is used, what is the current drawn?"", ""options"": [""205 amps"", ""9 amps"", ""4.5 amps""], ""correct"": ""9 amps"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": ""11. A Transformer with 115v primary voltage and a ratio of 5:1 is supplying"", ""isEssay"": false}",False
M3,M3.3.2,2,A Transformer has 4500 secondary turns and 750 primary turns. Its,1:6,6:1,1/6,,6:1,MEDIUM,,,,REVIEWED,Computed: turns ratio = Ns/Np = 4500/750 = 6:1,1,261722955-Module-3.pdf,"{""raw"": ""A Transformer has 4500 secondary turns and 750 primary turns. Its"", ""question"": ""A Transformer has 4500 secondary turns and 750 primary turns. Its"", ""options"": [""1:6"", ""6:1"", ""1/6""], ""correct"": ""6:1"", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M3,,,Two inductive coils are placed in close proximity with each other at 90,0,maximum positive,maximum negative,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""Two inductive coils are placed in close proximity with each other at 90"", ""question"": ""Two inductive coils are placed in close proximity with each other at 90"", ""options"": [""0"", ""maximum positive"", ""maximum negative""], ""correct"": """", ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""csv"", ""module"": ""M3"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
